MS Zoning,Street,Alley,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Sale Type,SalePrice
RM,Grvl,NA,IDOTRR,RRNe,1Fam,1Story,6,1930,1950,Gable,Stucco,Wd Shng,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,768,1,1,TA,4,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,N,0,0,WD ,93850
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1924,1950,Gable,BrkFace,Wd Sdng,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,872.0,872.0,GasA,Fa,N,FuseF,872,0,872,1,2,Fa,5,Mod,1,Gd,Detchd,Unf,1.0,322.0,Fa,Fa,N,0,0,WD ,105000
RM,Pave,NA,BrkSide,Feedr,1Fam,1Story,4,1927,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520,0,520,1,1,Fa,4,Typ,0,NA,Detchd,Unf,1.0,240.0,Fa,TA,Y,49,0,WD ,68500
RL,Pave,NA,NAmes,Feedr,Duplex,2Story,5,1960,1960,Gable,MetalSd,MetalSd,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,662.0,1105.0,GasA,TA,Y,FuseA,1105,1169,2274,2,5,TA,12,Typ,0,NA,Detchd,Unf,2.0,480.0,TA,TA,Y,0,0,WD ,154300
RM,Pave,NA,IDOTRR,Artery,1Fam,1.5Fin,5,1925,2003,Gable,VinylSd,VinylSd,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,665,1601,2,3,TA,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,WD ,129850
RM,Pave,Grvl,OldTown,Norm,1Fam,2Story,5,1910,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,448.0,616.0,GasA,Ex,Y,SBrkr,616,616,1232,1,3,TA,6,Typ,0,NA,Detchd,Unf,2.0,480.0,Fa,Fa,Y,280,0,WD ,114000
RL,Pave,NA,StoneBr,Norm,1Fam,1Story,9,2008,2009,Hip,VinylSd,VinylSd,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,312.0,2216.0,GasA,Ex,Y,SBrkr,2234,0,2234,2,1,Ex,9,Typ,1,Gd,Attchd,Fin,3.0,1166.0,TA,TA,Y,0,60,New,501837
RM,Pave,Grvl,OldTown,Artery,1Fam,1.5Fin,5,1915,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,876.0,876.0,GasA,Gd,Y,SBrkr,876,540,1416,1,4,TA,7,Typ,1,Gd,Detchd,Unf,3.0,720.0,TA,TA,Y,418,0,WD ,153900
RL,Pave,NA,NAmes,Norm,1Fam,1Story,4,1971,2006,Gable,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,864,1,3,TA,5,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,200,0,WD ,130000
RM,Pave,NA,Mitchel,Norm,TwnhsE,1Story,6,1997,1997,Hip,VinylSd,VinylSd,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,1189,2,2,TA,4,Typ,0,NA,Attchd,RFn,2.0,392.0,TA,TA,Y,0,122,WD ,160500
RL,Pave,NA,NridgHt,Norm,TwnhsE,1Story,9,2006,2006,Hip,MetalSd,MetalSd,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,1251.0,1666.0,GasA,Ex,Y,SBrkr,1666,0,1666,2,2,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,575.0,TA,TA,Y,228,75,New,310090
RL,Pave,NA,SawyerW,Norm,1Fam,1Story,7,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,1200,2,2,Gd,5,Typ,0,NA,Attchd,RFn,2.0,555.0,TA,TA,Y,0,41,WD ,184900
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1956,2000,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,551.0,928.0,GasA,TA,Y,SBrkr,928,0,928,1,2,TA,4,Typ,0,NA,Attchd,Unf,1.0,252.0,TA,TA,Y,261,0,WD ,132000
RL,Pave,NA,NWAmes,Feedr,1Fam,1Story,5,1969,1969,Gable,HdBoard,HdBoard,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,1336,2,3,TA,6,Typ,1,Fa,Attchd,RFn,2.0,502.0,TA,TA,Y,312,11,WD ,163000
FV,Pave,Pave,Somerst,Norm,TwnhsE,2Story,7,2004,2004,Gable,MetalSd,MetalSd,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,1200,2,2,Gd,4,Typ,0,NA,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,ConLD,155000
RL,Pave,NA,NWAmes,Norm,1Fam,SLvl,6,1969,1969,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,599.0,1427.0,GasA,Gd,Y,SBrkr,1427,0,1427,2,4,TA,7,Typ,0,NA,Attchd,RFn,2.0,516.0,TA,TA,Y,0,0,WD ,183000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,1996,2002,Gable,VinylSd,VinylSd,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,98.0,860.0,GasA,Ex,Y,SBrkr,1212,780,1992,2,3,Gd,7,Min2,2,TA,Attchd,RFn,2.0,608.0,TA,TA,Y,225,32,WD ,211000
RL,Pave,NA,SawyerW,RRAe,1Fam,2Story,7,1994,1994,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,1540,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,495.0,TA,TA,Y,140,32,WD ,184000
RL,Pave,NA,SawyerW,Norm,Duplex,1Story,5,1979,1979,Gable,HdBoard,HdBoard,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1535,0,1535,2,4,TA,8,Typ,0,NA,Attchd,Unf,2.0,400.0,TA,TA,Y,0,0,WD ,118858
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,5,1964,1964,Hip,Wd Sdng,HdBoard,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,138.0,1152.0,GasA,TA,Y,SBrkr,1152,0,1152,1,3,TA,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,227,0,WD ,180500
FV,Pave,Pave,Somerst,Norm,TwnhsE,1Story,8,2006,2007,Gable,VinylSd,VinylSd,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,1081.0,1141.0,GasA,Ex,Y,SBrkr,1151,0,1151,2,2,Gd,5,Typ,0,NA,Attchd,Fin,2.0,484.0,TA,TA,Y,0,60,New,166000
RL,Pave,NA,Sawyer,Norm,1Fam,SLvl,6,1960,1960,Hip,Wd Sdng,Wd Sdng,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,550.0,1138.0,GasA,Ex,Y,SBrkr,1138,0,1138,1,3,TA,6,Typ,1,TA,Attchd,RFn,2.0,480.0,TA,TA,Y,0,0,COD,148000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1956,1956,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,250.0,894.0,GasA,Gd,Y,SBrkr,1074,0,1074,1,2,Gd,6,Min1,1,Gd,Detchd,Unf,2.0,396.0,TA,TA,Y,0,72,WD ,124000
RL,Pave,NA,NridgHt,Norm,TwnhsE,1Story,9,2005,2005,Hip,MetalSd,MetalSd,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561,0,1561,2,2,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,556.0,TA,TA,Y,203,47,WD ,277500
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,8,1995,1995,Hip,VinylSd,VinylSd,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,815.0,1342.0,GasA,Ex,Y,SBrkr,1358,1368,2726,2,4,Gd,9,Typ,1,Ex,Attchd,RFn,3.0,725.0,TA,TA,Y,307,169,WD ,350000
RL,Pave,NA,StoneBr,Norm,1Fam,1Story,9,2004,2004,Hip,VinylSd,VinylSd,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,547.0,1884.0,GasA,Ex,Y,SBrkr,1884,0,1884,2,2,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,670.0,TA,TA,Y,214,76,WD ,387000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,4,1920,2002,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,180.0,528.0,GasA,Ex,Y,SBrkr,605,0,605,1,2,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,WD ,86000
RL,Pave,NA,Veenker,Norm,1Fam,1Story,8,1976,2007,Gable,VinylSd,VinylSd,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,0.0,1426.0,GasA,Ex,Y,SBrkr,1671,0,1671,3,3,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,550.0,TA,TA,Y,280,90,WD ,290000
C (all),Pave,NA,IDOTRR,Norm,1Fam,1Story,3,1900,1950,Mansard,AsbShng,AsbShng,0.0,TA,Fa,CBlock,Fa,TA,No,Unf,0.0,245.0,245.0,GasA,TA,N,SBrkr,797,0,797,1,2,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,36,WD ,44000
RL,Pave,NA,Mitchel,Norm,1Fam,2Story,6,2001,2002,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,114.0,804.0,GasA,Ex,Y,SBrkr,804,1157,1961,2,3,Gd,7,Typ,1,TA,BuiltIn,Fin,2.0,560.0,TA,TA,Y,125,192,WD ,215000
RL,Pave,NA,NWAmes,RRAn,2fmCon,1Story,5,1972,1972,Gable,Plywood,Plywood,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,191.0,1153.0,GasA,Ex,Y,SBrkr,1193,0,1193,2,2,TA,6,Typ,0,NA,Attchd,Fin,2.0,501.0,TA,TA,Y,140,153,WD ,146500
FV,Pave,NA,Somerst,Norm,Twnhs,2Story,7,2000,2000,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,32.0,673.0,GasA,Ex,Y,SBrkr,673,709,1382,2,3,Gd,6,Typ,0,NA,Detchd,Unf,2.0,490.0,TA,TA,Y,153,50,WD ,165000
RM,Pave,Grvl,OldTown,Artery,1Fam,1.5Fin,6,1916,1950,Gable,Stucco,Stucco,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,0.0,714.0,GasW,TA,N,SBrkr,1664,862,2526,2,5,Gd,10,Typ,1,Gd,Detchd,Unf,1.0,216.0,TA,TA,Y,88,15,CWD,136000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1957,1957,Gable,Wd Sdng,Wd Sdng,902.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,595.0,1705.0,GasA,Ex,Y,SBrkr,1390,0,1390,1,1,Ex,4,Min1,2,Gd,Attchd,Unf,2.0,550.0,TA,TA,Y,0,189,WD ,252000
RL,Pave,NA,NridgHt,Norm,Twnhs,2Story,7,2003,2003,Gable,VinylSd,Wd Shng,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,1626,2,2,Gd,6,Typ,0,NA,BuiltIn,RFn,2.0,474.0,TA,TA,Y,0,27,WD ,175500
RM,Pave,Grvl,OldTown,Norm,1Fam,2Story,5,1939,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,269.0,690.0,GasA,TA,Y,FuseA,868,690,1558,1,3,TA,7,Typ,1,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,36,WD ,150000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1960,1978,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422,0,1422,1,3,TA,6,Min1,1,TA,Attchd,RFn,1.0,286.0,TA,TA,Y,0,0,WD ,139900
RM,Pave,NA,BrkSide,Norm,1Fam,1.5Fin,5,1930,1992,Gable,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128,445,1573,2,3,TA,8,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,P,0,0,WD ,162900
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1962,1962,Hip,Wd Sdng,Wd Sdng,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,1116,1,3,TA,5,Typ,0,NA,Attchd,Unf,2.0,440.0,TA,TA,Y,0,0,WD ,160000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,2,1947,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Fa,N,SBrkr,660,0,660,1,2,Fa,5,Min2,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,WD ,63900
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,6,1978,1998,Gable,HdBoard,HdBoard,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,1707,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,479.0,TA,TA,Y,0,0,WD ,184000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1959,1959,Gable,HdBoard,Plywood,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466,0,1466,1,3,Fa,6,Typ,2,Gd,Attchd,Fin,2.0,528.0,TA,TA,Y,0,140,WD ,149900
FV,Pave,NA,Somerst,Norm,TwnhsE,1Story,9,2000,2000,Hip,MetalSd,MetalSd,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1027.0,587.0,1614.0,GasA,Ex,Y,SBrkr,1638,0,1638,2,2,Ex,5,Typ,1,TA,Attchd,Fin,2.0,495.0,TA,TA,Y,230,68,WD ,300000
RL,Pave,NA,ClearCr,Norm,1Fam,1Story,5,1960,1960,Flat,Plywood,Plywood,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,0.0,988.0,GasA,Gd,Y,SBrkr,1721,0,1721,2,3,TA,7,Mod,2,TA,Basment,Unf,2.0,626.0,TA,TA,Y,50,84,WD ,145000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,6,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,107.0,928.0,GasA,Ex,Y,SBrkr,928,836,1764,2,3,Gd,7,Typ,0,NA,Attchd,RFn,2.0,470.0,TA,TA,Y,276,99,WD ,231500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1940,1969,Gable,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,706.0,996.0,GasA,Ex,Y,SBrkr,996,0,996,1,3,TA,6,Typ,1,Gd,NA,NA,0.0,0.0,NA,NA,Y,144,0,WD ,108000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1956,1956,Gable,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,435.0,565.0,1202.0,GasA,TA,Y,SBrkr,1202,0,1202,1,3,TA,6,Typ,0,NA,Attchd,RFn,1.0,304.0,TA,TA,Y,0,35,COD,120000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1961,1961,Hip,Wd Sdng,Wd Sdng,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,161.0,988.0,GasA,TA,Y,SBrkr,988,0,988,1,3,TA,5,Typ,0,NA,Detchd,Unf,2.0,572.0,TA,TA,Y,0,0,WD ,128500
RM,Pave,Grvl,OldTown,Artery,1Fam,1Story,5,1927,1950,Gable,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1008.0,1008.0,GasA,Gd,Y,FuseA,1028,0,1028,1,2,TA,5,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,Y,0,0,WD ,115000
RM,Pave,Grvl,OldTown,Norm,1Fam,1.5Fin,5,1947,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312.0,408.0,720.0,GasA,TA,Y,SBrkr,720,564,1284,1,2,TA,5,Typ,0,NA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,35,WD ,110000
RL,Pave,NA,Veenker,Norm,1Fam,2Story,9,1977,1977,Mansard,Wd Sdng,Wd Sdng,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,584.0,994.0,GasA,TA,Y,SBrkr,1599,1345,2944,2,3,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,140,70,WD ,150000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,8,2004,2004,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,707.0,707.0,GasA,Ex,Y,SBrkr,707,707,1414,2,3,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,403.0,TA,TA,Y,100,35,WD ,178000
RL,Pave,NA,Crawfor,Norm,1Fam,2Story,7,1932,1990,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,637.0,637.0,GasA,Ex,Y,SBrkr,959,650,1609,1,3,Gd,8,Typ,2,Gd,2Types,Unf,3.0,579.0,TA,TA,Y,0,0,WD ,199500
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,1997,1998,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,GLQ,700.0,113.0,813.0,GasA,Ex,Y,SBrkr,813,712,1525,2,3,TA,6,Typ,1,TA,Attchd,Fin,2.0,400.0,TA,TA,Y,421,72,WD ,183500
RM,Pave,NA,IDOTRR,Norm,1Fam,SLvl,5,1967,1967,Hip,HdBoard,Plywood,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,367.0,624.0,GasA,Ex,Y,SBrkr,1092,564,1656,1,3,TA,7,Mod,1,Po,Attchd,Unf,1.0,288.0,TA,TA,Y,0,180,WD ,126000
RL,Pave,NA,NPkVill,Norm,Twnhs,1Story,7,1977,1977,Gable,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,378.0,677.0,1055.0,GasA,Fa,Y,SBrkr,1055,0,1055,2,2,TA,4,Typ,0,NA,Attchd,Unf,2.0,440.0,TA,TA,Y,0,38,WD ,148500
RL,Pave,NA,OldTown,Norm,1Fam,2Story,5,1939,2006,Gable,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,676,1352,2,4,Gd,7,Typ,0,NA,Detchd,Unf,2.0,720.0,TA,TA,Y,187,0,WD ,149000
RL,Pave,NA,NPkVill,Norm,Twnhs,2Story,6,1977,1977,Gable,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,466.0,855.0,GasA,TA,Y,SBrkr,855,601,1456,2,3,TA,6,Typ,1,TA,Attchd,Unf,2.0,440.0,TA,TA,Y,0,28,WD ,137900
RL,Pave,NA,Veenker,Norm,TwnhsE,1Story,8,1993,1993,Gable,BrkFace,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619.0,100.0,1719.0,GasA,Ex,Y,SBrkr,1719,0,1719,1,1,Gd,6,Typ,2,Gd,Attchd,Fin,2.0,473.0,TA,TA,Y,122,30,Con,324000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1925,1950,Gable,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,396.0,864.0,GasA,TA,N,FuseA,864,0,864,1,2,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,WD ,98000
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,6,1973,1973,Gable,HdBoard,HdBoard,359.0,TA,TA,CBlock,TA,TA,No,LwQ,458.0,25.0,483.0,GasA,TA,Y,SBrkr,483,504,987,1,2,TA,5,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,52,0,WD ,103400
RL,Pave,NA,Sawyer,Feedr,1Fam,1.5Fin,5,1875,1996,Gable,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,780.0,780.0,GasA,Gd,N,SBrkr,780,240,1020,1,2,TA,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,WD ,94000
RL,Pave,NA,NridgHt,Norm,Twnhs,1Story,8,2006,2006,Gable,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,1554,2,2,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,627.0,TA,TA,Y,156,73,WD ,209500
RL,Pave,NA,StoneBr,Norm,1Fam,2Story,10,2006,2006,Hip,CemntBd,CmentBd,662.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,1528.0,1528.0,GasA,Ex,Y,SBrkr,1528,1862,3390,3,5,Ex,10,Typ,1,Ex,BuiltIn,Fin,3.0,758.0,TA,TA,Y,204,34,New,545224
RM,Pave,Grvl,OldTown,Norm,1Fam,2Story,6,1912,2009,Gable,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,780,780,1560,1,3,Gd,7,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,344,0,WD ,159900
RL,Pave,NA,Gilbert,Norm,1Fam,1Story,4,1951,1951,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,744.0,864.0,GasA,Ex,Y,SBrkr,864,0,864,1,2,TA,4,Typ,0,NA,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,WD ,141000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,732.0,250.0,982.0,GasA,Ex,Y,SBrkr,1008,881,1889,2,3,TA,9,Typ,1,TA,Attchd,Fin,2.0,431.0,TA,TA,Y,0,0,WD ,215000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1962,2010,Gable,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,381.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,1040,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,260.0,TA,TA,Y,0,104,WD ,127000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1954,1998,Gable,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,218.0,1172.0,GasA,TA,Y,SBrkr,1172,0,1172,1,3,TA,5,Typ,0,NA,Attchd,Fin,1.0,366.0,TA,TA,Y,240,0,WD ,128000
FV,Pave,Pave,Somerst,Norm,1Fam,1Story,8,2010,2010,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,1032.0,610.0,1642.0,GasA,Ex,Y,SBrkr,1418,0,1418,1,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,852.0,TA,TA,Y,160,192,New,267916
RM,Pave,NA,BrkSide,Norm,1Fam,1.5Fin,6,1931,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,459.0,884.0,GasA,TA,Y,FuseA,959,408,1367,1,3,TA,6,Typ,1,Gd,Detchd,Unf,1.0,560.0,TA,TA,Y,0,0,WD ,127500
RL,Pave,NA,Edwards,Norm,1Fam,SFoyer,7,2003,2003,Gable,HdBoard,HdBoard,500.0,Gd,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,495,1427,1922,3,4,Gd,7,Typ,1,Ex,BuiltIn,RFn,2.0,672.0,TA,TA,Y,0,0,ConLD,198500
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,6,1981,1981,Gable,MetalSd,MetalSd,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588.0,606.0,1422.0,GasA,TA,Y,SBrkr,1422,0,1422,2,3,Gd,7,Typ,1,TA,Attchd,Fin,2.0,576.0,TA,TA,Y,276,0,WD ,175500
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2000,2000,Gable,VinylSd,VinylSd,144.0,Gd,TA,PConc,Gd,TA,No,GLQ,841.0,144.0,985.0,GasA,Ex,Y,SBrkr,985,857,1842,2,3,Gd,7,Typ,1,TA,Attchd,Fin,2.0,486.0,TA,TA,Y,193,96,WD ,217500
RM,Pave,Grvl,OldTown,Norm,1Fam,1.5Fin,4,1915,1950,Gable,MetalSd,MetalSd,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,888.0,888.0,GasA,Ex,Y,SBrkr,888,1074,1962,1,4,TA,9,Typ,1,TA,Detchd,Unf,2.0,572.0,TA,TA,Y,160,0,WD ,149500
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1966,2004,Hip,HdBoard,HdBoard,165.0,Gd,TA,PConc,TA,TA,No,BLQ,644.0,220.0,864.0,GasA,Ex,Y,SBrkr,1120,0,1120,1,3,TA,5,Typ,1,TA,Attchd,RFn,2.0,656.0,TA,TA,Y,0,162,WD ,148800
RL,Pave,NA,StoneBr,Norm,1Fam,2Story,9,2005,2006,Hip,CemntBd,CmentBd,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240.0,1752.0,1992.0,GasA,Ex,Y,SBrkr,1992,876,2868,3,4,Ex,11,Typ,1,Gd,BuiltIn,Fin,3.0,716.0,TA,TA,Y,214,108,New,556581
